"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"	"year_start"
"Biomedical Engineering"	"Engineering and Computing"	"North Carolina State University"	"Biomedical Engineering"	30000	"1.31"	"2020-2021"	"2nd"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	"281"	33529.6	12875.2	0.0703533026113672	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"North Carolina State University"	"Biomedical Engineering"	32500	"1.42"	"2020-2021"	"1st"	"NA"	"$32,500"	"NA"	"NA"	"NA"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	"281"	33529.6	12875.2	0.0703533026113672	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Northwestern University"	"Biomedical Engineering"	34167	"1.41"	"2021-2022"	"1st"	"NA"	"$34,167"	"NA"	"NA"	"NA"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0.0289855072463768	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Northwestern University"	"Biomedical Engineering"	35196	"1.45"	"2022-2023"	"1st"	"NA"	"$35,196"	"NA"	"NA"	"NA"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0.0289855072463768	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Biomedical Engineering"	25140	"1.19"	"2021-2022"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"$860"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Biomedical Engineering"	27850	"1.32"	"2022-2023"	"1st"	"NA"	"$27,850"	"NA"	"NA"	"NA"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Purdue University - West Lafayette"	"Biomedical Engineering"	28500	"1.35"	"2022-2023"	"1st"	"NA"	"$28,500"	"NA"	"NA"	"NA"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Tulane University"	"Biomedical Engineering"	29290	"1.27"	"2021-2022"	"2nd"	"Comes out to ~$25k/year. Average rent in New Orleans for a one bedroom ranges between <span class=\\truncated\\> $1200-1700/month.  A new building opened up this year for the Tulane community but is $2100/month. </span>"	"$30,000"	"NA"	"NA"	"$710"	"Tulane University"	"New Orleans, LA"	"New Orleans-Metairie, LA"	"40"	33945.6	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of California - Santa Cruz"	"Biomedical Engineering"	31000	"1.15"	"2020-2021"	"4th"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	"84"	54579.2	12875.2	0.0606106106106106	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of California - Santa Cruz"	"Biomedical Engineering"	31000	"1.15"	"2021-2022"	"4th"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	"84"	54579.2	12875.2	0.0606106106106106	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Florida"	"Biomedical Engineering"	31000	"1.36"	"2022-2023"	"1st"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	"34"	31740.8	12875.2	0	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"University of Michigan - Ann Arbor"	"Biomedical Engineering"	32670	"1.42"	"2020-2021"	"1st"	"NA"	"$32,670"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Michigan - Ann Arbor"	"Biomedical Engineering"	33648	"1.46"	"2021-2022"	"1st"	"From an offer letter--unsure what required fees there are"	"$33,648"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Minnesota - Twin Cities"	"Biomedical Engineering"	30050	"1.31"	"2020-2021"	"1st"	"90% reduced health care cost also offered along with eye and dental."	"$30,500"	"NA"	"NA"	"$450"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Minnesota - Twin Cities"	"Biomedical Engineering"	28500	"1.24"	"2021-2022"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"$1,500"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of North Carolina - Chapel Hill"	"Biomedical Engineering"	30000	"1.35"	"2020-2021"	"1st"	"Performing a lab rotation for the 1st year."	"$34,000"	"NA"	"NA"	"$4,000"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of North Carolina - Chapel Hill"	"Biomedical Engineering"	32000	"1.44"	"2020-2021"	"1st"	"NA"	"$35,000"	"NA"	"NA"	"$3,000"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Pittsburgh"	"Biomedical Engineering"	30000	"1.45"	"2020-2021"	"5th"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"University of Pittsburgh"	"Pittsburgh, PA"	"Pittsburgh, PA"	"57"	33321.6	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Rochester"	"Biomedical Engineering"	30459	"1.42"	"2020-2021"	"2nd"	"International Student fee."	"$30,459"	"NA"	"NA"	"NA"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Rochester"	"Biomedical Engineering"	30459	"1.42"	"2021-2022"	"2nd"	"NA"	"$30,459"	"NA"	"NA"	"NA"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Southern California"	"Biomedical Engineering"	34000	"1.31"	"2020-2021"	"3rd"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Southern California"	"Biomedical Engineering"	35600	"1.38"	"2020-2021"	"3rd"	"NA"	"$36,000"	"NA"	"NA"	"$400"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	23000	"1.01"	"2020-2021"	"5th"	"NA"	"$23,000"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	32000	"1.40"	"2020-2021"	"5th"	"$5000 Engineering faculty fellowship"	"$32,000"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	27591	"1.21"	"2021-2022"	"1st"	"Minimum Stipend"	"$27,591"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	27325	"1.20"	"2020-2021"	"6th and up"	"NA"	"$27,500"	"NA"	"NA"	"$175"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	31091	"1.36"	"2020-2021"	"1st"	"Base Stipend + Topper Fellowship"	"$31,091"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	43000	"1.88"	"2021-2022"	"NA"	"NSF GRFP plus a fellowship"	"$43,000"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	37143	"1.63"	"2021-2022"	"1st"	"Baseline pay of $28,143 but I receive a 9k topper. If you get a fellowship (like NSF), you keep the <span class=\\truncated\\> topper on top of what the fellowship pays you</span>"	"$37,143"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Texas - Austin"	"Biomedical Engineering"	37143	"1.63"	"2021-2022"	"1st"	"Baseline pay of $28,143 but I receive a 9k topper. If you get a fellowship (like NSF), you keep the <span class=\\truncated\\> topper on top of what the fellowship pays you</span>"	"$37,143"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Utah"	"Biomedical Engineering"	28000	"1.26"	"2020-2021"	"6th and up"	"NA"	"$28,000"	"NA"	"NA"	"NA"	"University of Utah"	"Salt Lake City, UT"	"Salt Lake City, UT"	"104"	35464	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Utah"	"Biomedical Engineering"	25434	"1.14"	"2020-2021"	"1st"	"Required to pay differential tuition, which runs 1-2k/year"	"$27,000"	"NA"	"NA"	"$1,566"	"University of Utah"	"Salt Lake City, UT"	"Salt Lake City, UT"	"104"	35464	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"University of Virginia"	"Biomedical Engineering"	32500	"1.42"	"2021-2022"	"1st"	"From an offer letter--unsure what required fees there are"	"$32,500"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"University of Virginia"	"Biomedical Engineering"	32500	"1.42"	"2022-2023"	"2nd"	"NA"	"$32,500"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"University of Wisconsin - Madison"	"Biomedical Engineering"	26500	"1.16"	"2020-2021"	"1st"	"NA"	"$28,000"	"NA"	"NA"	"$1,500"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	30000	"1.31"	"2020-2021"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	30000	"1.31"	"2020-2021"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	31000	"1.35"	"2020-2021"	"4th"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	32000	"1.39"	"2021-2022"	"5th"	"NA"	"$32,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	30900	"1.35"	"2020-2021"	"2nd"	"NA"	"$31,000"	"NA"	"NA"	"$100"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	35000	"1.52"	"2020-2021"	"4th"	"NA"	"$35,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Vanderbilt University"	"Biomedical Engineering"	37500	"1.63"	"2021-2022"	"1st"	"Baseline pay of $32,500  but I receive a 5k fellowship on top"	"$37,500"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	27000	"1.09"	"2020-2021"	"5th"	"1000 pay raise after PhD Candidacy"	"$27,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	27000	"1.09"	"2020-2021"	"5th"	"1000 pay raise after PhD Candidacy"	"$27,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	27000	"1.09"	"2020-2021"	"5th"	"1000 pay raise after PhD Candidacy"	"$27,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	27000	"1.09"	"2020-2021"	"5th"	"1000 pay raise after PhD Candidacy"	"$27,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	26000	"1.05"	"2020-2021"	"4th"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Virginia Commonwealth University"	"Biomedical Engineering"	27000	"1.09"	"2020-2021"	"6th and up"	"NA"	"$27,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
"Biomedical Engineering"	"Engineering and Computing"	"Washington University in St Louis"	"Biomedical Engineering"	33800	"NA"	"2022-2023"	"1st"	"NA"	"$33,800"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0.00980392156862742	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Washington University in St Louis"	"Biomedical Engineering"	33800	"NA"	"2022-2023"	"1st"	"NA"	"$33,800"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0.00980392156862742	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Washington University in St. Louis"	"Biomedical Engineering"	36025	"1.74"	"2021-2022"	"1st"	"Baseline pay of $33,800 but if you stay on your parents&#39; insurance, you can keep the $2225 check <span class=\\truncated\\> for insurance </span>"	"$36,025"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Washington University in St. Louis"	"Biomedical Engineering"	36025	"1.74"	"2021-2022"	"1st"	"Baseline pay of $33,800 but if you stay on your parents&#39; insurance, you can keep the $2225 check <span class=\\truncated\\> for insurance </span>"	"$36,025"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0	0	"2021"
"Biomedical Engineering"	"Engineering and Computing"	"Worcester Polytechnic Institute"	"Biomedical Engineering"	32970	"1.46"	"2022-2023"	"4th"	"NA"	"$33,000"	"NA"	"NA"	"$30"	"Worcester Polytechnic Institute"	"Worcester, MA"	"Worcester, MA"	"64"	37689.6	12875.2	0	0	"2022"
"Biomedical Engineering"	"Engineering and Computing"	"Yale University"	"Biomedical Engineering"	36750	"1.49"	"2021-2022"	"1st"	"NA"	"$36,750"	"NA"	"NA"	"NA"	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	"3"	38417.6	12875.2	0	0	"2021"
"Biomedical Science"	"Medicine"	"Wright State University"	"Biomedical Science"	19175	"0.97"	"2020-2021"	"2nd"	"NA"	"$23,175"	"NA"	"NA"	"$4,000"	"Wright State University"	"Dayton, OH"	"Dayton, OH"	"NA"	31304	12875.2	0	0	"2020"
"Biostatistics"	"Public Health"	"Indiana University- Purdue University - Indianapolis"	"Biostatistics"	26000	"1.26"	"2020-2021"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"Indiana University-Purdue University--Indianapolis"	"Indianapolis, IN"	"Indianapolis-Carmel-Anderson, IN"	"228"	33072	12875.2	0.0497069597069597	0	"2020"
"Biostatistics"	"Public Health"	"Southern Methodist University"	"Biostatistics"	34850	"1.62"	"2021-2022"	"3rd"	"health insurance covered"	"$35,000"	"NA"	"NA"	"$150"	"Southern Methodist University"	"Dallas, TX"	"Dallas-Fort Worth-Arlington, TX"	"64"	35422.4	12875.2	0	0	"2021"
"Biostatistics"	"Public Health"	"University of California - Los Angeles"	"Biostatistics"	30320	"1.17"	"2020-2021"	"NA"	"Full insurance, low fees. Roughly 180-200 per 9-month / academic year"	"NA"	"$24,000"	"$6,500"	"$180"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Biostatistics"	"Public Health"	"University of California - Los Angeles"	"Biostatistics"	24000	"0.93"	"2021-2022"	"1st"	"NA"	"NA"	"$24,000"	"NA"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2021"
"Biostatistics"	"Public Health"	"University of Florida"	"Biostatistics"	23900	"1.05"	"2022-2023"	"3rd"	"NA"	"$26,000"	"NA"	"NA"	"$2,100"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	"34"	31740.8	12875.2	0	0	"2022"
"Biostatistics"	"Public Health"	"University of Michigan - Ann Arbor"	"Biostatistics"	24498	"1.06"	"2020-2021"	"1st"	"Full insurance"	"NA"	"$24,498"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2020"
"Biostatistics"	"Public Health"	"University of Minnesota - Twin Cities"	"Biostatistics"	32020	"1.40"	"2021-2022"	"1st"	"NA"	"$32,020"	"NA"	"NA"	"NA"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2021"
"Biostatistics"	"Public Health"	"University of Minnesota - Twin Cities"	"Biostatistics"	27020	"1.18"	"2020-2021"	"1st"	"Registration fees for each semester are approximately $1,000, but are not taken directly out of the <span class=\\truncated\\> paycheck.</span>"	"$27,020"	"NA"	"NA"	"NA"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"Biostatistics"	"Public Health"	"University of Pennsylvania"	"Biostatistics"	34000	"1.41"	"2020-2021"	"1st"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"6"	36108.8	12875.2	0	0	"2020"
"Biostatistics"	"Public Health"	"University of Rochester"	"Biostatistics"	30156	"1.41"	"2020-2021"	"2nd"	"10 months are guaranteed at $2,513 per month. 2 month summer funding optional at same amount per <span class=\\truncated\\> month. 2% raise every year. All health insurance, tuition, and fees paid by school. Conference money  given by program. Computers, textbooks, printing, coffee are all free.</span>"	"$30,156"	"NA"	"NA"	"NA"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Biostatistics"	"Public Health"	"Virginia Commonwealth University"	"Biostatistics"	30000	"1.21"	"2020-2021"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"Virginia Commonwealth University"	"Richmond, VA"	"Richmond, VA"	"162"	38438.4	12875.2	0	0	"2020"
